job_id,job_title,domain,experience_level,job_description,technical_skills,soft_skills,location
JOB01299,Data Scientist,Data Science,Intermediate,Build predictive models and analytics.,"Python, Pandas, Machine Learning, Statistics","Problem Solving, Collaboration, Adaptability, Ownership",Gurgaon
JOB01300,Sales Executive,Sales,Fresher,Drive sales and manage clients.,"CRM Tools, Lead Generation, Negotiation","Communication, Teamwork, Time Management, Willingness to Learn",Hyderabad
JOB01301,Sales Executive,Sales,Experienced,Drive sales and manage clients.,"CRM Tools, Lead Generation, Negotiation","Leadership, Decision Making, Strategic Thinking, Mentorship",Gurgaon
JOB01302,Frontend Developer,Web Development,Experienced,Develop responsive and interactive user interfaces.,"HTML, CSS, JavaScript, React, UI Design","Leadership, Decision Making, Strategic Thinking, Mentorship",Chennai
JOB01303,Data Scientist,Data Science,Intermediate,Build predictive models and analytics.,"Python, Pandas, Machine Learning, Statistics","Problem Solving, Collaboration, Adaptability, Ownership",Kolkata
JOB01304,Operations Manager,Operations,Fresher,Oversee operational efficiency.,"Process Optimization, ERP Systems","Communication, Teamwork, Time Management, Willingness to Learn",Chennai
JOB01305,Cybersecurity Analyst,Cybersecurity,Fresher,Protect systems from cyber threats.,"Networking, SIEM, Kali Linux, Risk Analysis","Communication, Teamwork, Time Management, Willingness to Learn",Noida
JOB01306,DevOps Engineer,DevOps,Intermediate,Automate deployments and manage CI/CD pipelines.,"Docker, Kubernetes, Jenkins, Linux, AWS","Problem Solving, Collaboration, Adaptability, Ownership",Gurgaon
JOB01307,DevOps Engineer,DevOps,Fresher,Automate deployments and manage CI/CD pipelines.,"Docker, Kubernetes, Jenkins, Linux, AWS","Communication, Teamwork, Time Management, Willingness to Learn",Kolkata
JOB01308,Data Analyst,Data Science,Experienced,Analyze data to generate insights.,"SQL, Excel, Python, Power BI, Tableau","Leadership, Decision Making, Strategic Thinking, Mentorship",Chennai
JOB01309,Sales Executive,Sales,Fresher,Drive sales and manage clients.,"CRM Tools, Lead Generation, Negotiation","Communication, Teamwork, Time Management, Willingness to Learn",Pune
JOB01310,NLP Engineer,Artificial Intelligence,Intermediate,Build language processing systems.,"SpaCy, NLTK, Transformers, Python","Problem Solving, Collaboration, Adaptability, Ownership",Kolkata
JOB01311,Cybersecurity Analyst,Cybersecurity,Experienced,Protect systems from cyber threats.,"Networking, SIEM, Kali Linux, Risk Analysis","Leadership, Decision Making, Strategic Thinking, Mentorship",Delhi
JOB01312,Cloud Engineer,Cloud Computing,Intermediate,Design and manage cloud infrastructure.,"AWS, Azure, GCP, Networking, Linux","Problem Solving, Collaboration, Adaptability, Ownership",Hyderabad
JOB01313,Data Analyst,Data Science,Fresher,Analyze data to generate insights.,"SQL, Excel, Python, Power BI, Tableau","Communication, Teamwork, Time Management, Willingness to Learn",Mumbai
JOB01314,Data Scientist,Data Science,Experienced,Build predictive models and analytics.,"Python, Pandas, Machine Learning, Statistics","Leadership, Decision Making, Strategic Thinking, Mentorship",Pune
JOB01315,Data Analyst,Data Science,Experienced,Analyze data to generate insights.,"SQL, Excel, Python, Power BI, Tableau","Leadership, Decision Making, Strategic Thinking, Mentorship",Kolkata
JOB01316,HR Executive,Human Resources,Experienced,Manage recruitment and employee relations.,"ATS Tools, Recruitment, HRMS","Leadership, Decision Making, Strategic Thinking, Mentorship",Pune
JOB01317,DevOps Engineer,DevOps,Experienced,Automate deployments and manage CI/CD pipelines.,"Docker, Kubernetes, Jenkins, Linux, AWS","Leadership, Decision Making, Strategic Thinking, Mentorship",Pune
JOB01318,NLP Engineer,Artificial Intelligence,Experienced,Build language processing systems.,"SpaCy, NLTK, Transformers, Python","Leadership, Decision Making, Strategic Thinking, Mentorship",Noida
JOB01319,Machine Learning Engineer,AI & ML,Experienced,Deploy scalable ML models.,"Scikit-learn, TensorFlow, PyTorch, MLOps","Leadership, Decision Making, Strategic Thinking, Mentorship",Chennai
JOB01320,Data Scientist,Data Science,Experienced,Build predictive models and analytics.,"Python, Pandas, Machine Learning, Statistics","Leadership, Decision Making, Strategic Thinking, Mentorship",Mumbai
JOB01321,Finance Analyst,Finance,Experienced,Analyze financial performance.,"Financial Modeling, Excel, Forecasting","Leadership, Decision Making, Strategic Thinking, Mentorship",Delhi
JOB01322,Customer Support Executive,Customer Support,Experienced,Handle customer issues.,"Ticketing Tools, CRM Systems","Leadership, Decision Making, Strategic Thinking, Mentorship",Hyderabad
JOB01323,Sales Executive,Sales,Intermediate,Drive sales and manage clients.,"CRM Tools, Lead Generation, Negotiation","Problem Solving, Collaboration, Adaptability, Ownership",Hyderabad
JOB01324,Machine Learning Engineer,AI & ML,Intermediate,Deploy scalable ML models.,"Scikit-learn, TensorFlow, PyTorch, MLOps","Problem Solving, Collaboration, Adaptability, Ownership",Bangalore
JOB01325,HR Executive,Human Resources,Intermediate,Manage recruitment and employee relations.,"ATS Tools, Recruitment, HRMS","Problem Solving, Collaboration, Adaptability, Ownership",Bangalore
JOB01326,Customer Support Executive,Customer Support,Fresher,Handle customer issues.,"Ticketing Tools, CRM Systems","Communication, Teamwork, Time Management, Willingness to Learn",Chennai
JOB01327,Data Scientist,Data Science,Fresher,Build predictive models and analytics.,"Python, Pandas, Machine Learning, Statistics","Communication, Teamwork, Time Management, Willingness to Learn",Noida
JOB01328,HR Executive,Human Resources,Fresher,Manage recruitment and employee relations.,"ATS Tools, Recruitment, HRMS","Communication, Teamwork, Time Management, Willingness to Learn",Delhi
JOB01329,Machine Learning Engineer,AI & ML,Intermediate,Deploy scalable ML models.,"Scikit-learn, TensorFlow, PyTorch, MLOps","Problem Solving, Collaboration, Adaptability, Ownership",Noida
JOB01330,Data Scientist,Data Science,Intermediate,Build predictive models and analytics.,"Python, Pandas, Machine Learning, Statistics","Problem Solving, Collaboration, Adaptability, Ownership",Chennai
JOB01331,DevOps Engineer,DevOps,Fresher,Automate deployments and manage CI/CD pipelines.,"Docker, Kubernetes, Jenkins, Linux, AWS","Communication, Teamwork, Time Management, Willingness to Learn",Mumbai
JOB01332,Mobile App Developer,App Development,Intermediate,Develop Android and iOS mobile applications.,"Java, Kotlin, Swift, Flutter","Problem Solving, Collaboration, Adaptability, Ownership",Mumbai
JOB01333,HR Executive,Human Resources,Intermediate,Manage recruitment and employee relations.,"ATS Tools, Recruitment, HRMS","Problem Solving, Collaboration, Adaptability, Ownership",Bangalore
JOB01334,Data Scientist,Data Science,Intermediate,Build predictive models and analytics.,"Python, Pandas, Machine Learning, Statistics","Problem Solving, Collaboration, Adaptability, Ownership",Noida
JOB01335,Finance Analyst,Finance,Intermediate,Analyze financial performance.,"Financial Modeling, Excel, Forecasting","Problem Solving, Collaboration, Adaptability, Ownership",Chennai
JOB01336,Mobile App Developer,App Development,Experienced,Develop Android and iOS mobile applications.,"Java, Kotlin, Swift, Flutter","Leadership, Decision Making, Strategic Thinking, Mentorship",Chennai
JOB01337,HR Executive,Human Resources,Intermediate,Manage recruitment and employee relations.,"ATS Tools, Recruitment, HRMS","Problem Solving, Collaboration, Adaptability, Ownership",Mumbai
JOB01338,Digital Marketing Executive,Marketing,Fresher,Execute digital marketing campaigns.,"SEO, Google Analytics, Ads, Content Strategy","Communication, Teamwork, Time Management, Willingness to Learn",Bangalore
JOB01339,Digital Marketing Executive,Marketing,Fresher,Execute digital marketing campaigns.,"SEO, Google Analytics, Ads, Content Strategy","Communication, Teamwork, Time Management, Willingness to Learn",Hyderabad
JOB01340,Backend Developer,Software Development,Experienced,"Build server-side logic, APIs, and databases.","Node.js, Java, Spring Boot, REST APIs, SQL, MongoDB","Leadership, Decision Making, Strategic Thinking, Mentorship",Noida
JOB01341,Product Manager,Product,Fresher,Define product vision and roadmap.,"Product Strategy, Roadmapping, Market Research","Communication, Teamwork, Time Management, Willingness to Learn",Kolkata
JOB01342,Customer Support Executive,Customer Support,Experienced,Handle customer issues.,"Ticketing Tools, CRM Systems","Leadership, Decision Making, Strategic Thinking, Mentorship",Mumbai
JOB01343,Business Analyst,Analytics,Experienced,Translate business needs into data solutions.,"Excel, SQL, Power BI, Requirement Analysis","Leadership, Decision Making, Strategic Thinking, Mentorship",Pune
JOB01344,Digital Marketing Executive,Marketing,Intermediate,Execute digital marketing campaigns.,"SEO, Google Analytics, Ads, Content Strategy","Problem Solving, Collaboration, Adaptability, Ownership",Noida
JOB01345,Frontend Developer,Web Development,Intermediate,Develop responsive and interactive user interfaces.,"HTML, CSS, JavaScript, React, UI Design","Problem Solving, Collaboration, Adaptability, Ownership",Chennai
JOB01346,Mobile App Developer,App Development,Experienced,Develop Android and iOS mobile applications.,"Java, Kotlin, Swift, Flutter","Leadership, Decision Making, Strategic Thinking, Mentorship",Mumbai
JOB01347,Machine Learning Engineer,AI & ML,Fresher,Deploy scalable ML models.,"Scikit-learn, TensorFlow, PyTorch, MLOps","Communication, Teamwork, Time Management, Willingness to Learn",Mumbai
JOB01348,Backend Developer,Software Development,Fresher,"Build server-side logic, APIs, and databases.","Node.js, Java, Spring Boot, REST APIs, SQL, MongoDB","Communication, Teamwork, Time Management, Willingness to Learn",Chennai
JOB01349,Finance Analyst,Finance,Intermediate,Analyze financial performance.,"Financial Modeling, Excel, Forecasting","Problem Solving, Collaboration, Adaptability, Ownership",Delhi
JOB01350,Software Engineer,Software Development,Fresher,"Design, develop, test, and maintain software systems.","Python, Java, OOP, Data Structures, Algorithms, Git","Communication, Teamwork, Time Management, Willingness to Learn",Bangalore
JOB01351,Frontend Developer,Web Development,Fresher,Develop responsive and interactive user interfaces.,"HTML, CSS, JavaScript, React, UI Design","Communication, Teamwork, Time Management, Willingness to Learn",Mumbai
JOB01352,Backend Developer,Software Development,Intermediate,"Build server-side logic, APIs, and databases.","Node.js, Java, Spring Boot, REST APIs, SQL, MongoDB","Problem Solving, Collaboration, Adaptability, Ownership",Delhi
JOB01353,Finance Analyst,Finance,Intermediate,Analyze financial performance.,"Financial Modeling, Excel, Forecasting","Problem Solving, Collaboration, Adaptability, Ownership",Kolkata
JOB01354,Full Stack Developer,Web Development,Fresher,Handle frontend and backend application development.,"React, Node.js, SQL, REST APIs, Git","Communication, Teamwork, Time Management, Willingness to Learn",Hyderabad
JOB01355,Mobile App Developer,App Development,Experienced,Develop Android and iOS mobile applications.,"Java, Kotlin, Swift, Flutter","Leadership, Decision Making, Strategic Thinking, Mentorship",Delhi
JOB01356,Operations Manager,Operations,Experienced,Oversee operational efficiency.,"Process Optimization, ERP Systems","Leadership, Decision Making, Strategic Thinking, Mentorship",Chennai
JOB01357,Mobile App Developer,App Development,Experienced,Develop Android and iOS mobile applications.,"Java, Kotlin, Swift, Flutter","Leadership, Decision Making, Strategic Thinking, Mentorship",Chennai
JOB01358,Business Analyst,Analytics,Fresher,Translate business needs into data solutions.,"Excel, SQL, Power BI, Requirement Analysis","Communication, Teamwork, Time Management, Willingness to Learn",Pune
JOB01359,HR Executive,Human Resources,Fresher,Manage recruitment and employee relations.,"ATS Tools, Recruitment, HRMS","Communication, Teamwork, Time Management, Willingness to Learn",Kolkata
JOB01360,Data Scientist,Data Science,Fresher,Build predictive models and analytics.,"Python, Pandas, Machine Learning, Statistics","Communication, Teamwork, Time Management, Willingness to Learn",Bangalore
JOB01361,Machine Learning Engineer,AI & ML,Fresher,Deploy scalable ML models.,"Scikit-learn, TensorFlow, PyTorch, MLOps","Communication, Teamwork, Time Management, Willingness to Learn",Chennai
JOB01362,Finance Analyst,Finance,Fresher,Analyze financial performance.,"Financial Modeling, Excel, Forecasting","Communication, Teamwork, Time Management, Willingness to Learn",Chennai
JOB01363,Mobile App Developer,App Development,Intermediate,Develop Android and iOS mobile applications.,"Java, Kotlin, Swift, Flutter","Problem Solving, Collaboration, Adaptability, Ownership",Hyderabad
JOB01364,Digital Marketing Executive,Marketing,Experienced,Execute digital marketing campaigns.,"SEO, Google Analytics, Ads, Content Strategy","Leadership, Decision Making, Strategic Thinking, Mentorship",Gurgaon
JOB01365,Digital Marketing Executive,Marketing,Experienced,Execute digital marketing campaigns.,"SEO, Google Analytics, Ads, Content Strategy","Leadership, Decision Making, Strategic Thinking, Mentorship",Hyderabad
JOB01366,Digital Marketing Executive,Marketing,Intermediate,Execute digital marketing campaigns.,"SEO, Google Analytics, Ads, Content Strategy","Problem Solving, Collaboration, Adaptability, Ownership",Gurgaon
JOB01367,Business Analyst,Analytics,Intermediate,Translate business needs into data solutions.,"Excel, SQL, Power BI, Requirement Analysis","Problem Solving, Collaboration, Adaptability, Ownership",Noida
